<Mach-1 File>
<INFO>
Date:	Fri, Jun 03, 2022
Time:	11:32:03.460
Mach-1 Motion Software Version:	4.4.0.17
Mach-1 System S/N:	MA0561159
Mach-1 System Model:	V500c
Load Cell Name:	25gf - SN: 423140
Load Cell Type:	Single-axis
Load Cell Calibration Factor:	0.996524
Load Cell Offset:	-4.907500
Load Cell Calibration Date:	2022-06-03
<END INFO>
<Move Absolute>
Stage Axis:	Position (z)
Position, mm:	-1.1604
Velocity, mm/s:	0.2500
<DATA>
Time, s	Position (z), mm	Fz, gf
0.000000	-1.160400	-0.016194
0.010000	-1.160400	-0.016194
0.020000	-1.160400	-0.016194
0.030000	-1.160400	-0.014948
0.040000	-1.160400	-0.016194
0.050000	-1.160400	-0.017439
0.060000	-1.160400	-0.016194
0.070000	-1.160400	-0.016194
0.080000	-1.160400	-0.016194
0.090000	-1.160400	-0.014948
0.100000	-1.160400	-0.016194
0.110000	-1.160400	-0.016194
0.120000	-1.160400	-0.016194
0.130000	-1.160400	-0.016194
0.140000	-1.160400	-0.016194
0.150000	-1.160400	-0.016194
0.160000	-1.160400	-0.014948
0.170000	-1.160400	-0.016194
0.180000	-1.160400	-0.017439
0.190000	-1.160400	-0.016194
0.200000	-1.160400	-0.016194
0.210000	-1.160400	-0.016194
0.220000	-1.160400	-0.016194
0.230000	-1.160400	-0.016194
0.240000	-1.160400	-0.016194
0.250000	-1.160400	-0.016194
0.260000	-1.160400	-0.014948
0.270000	-1.160400	-0.016194
0.280000	-1.160400	-0.016194
0.290000	-1.160400	-0.016194
0.300000	-1.160400	-0.014948
0.310000	-1.160400	-0.016194
0.320000	-1.160400	-0.016194
0.330000	-1.160400	-0.016194
0.340000	-1.160400	-0.016194
0.350000	-1.160400	-0.017439
0.360000	-1.160400	-0.016194
0.370000	-1.160400	-0.016194
0.380000	-1.160400	-0.017439
0.390000	-1.160400	-0.017439
0.400000	-1.160400	-0.017439
0.410000	-1.160400	-0.017439
0.420000	-1.160400	-0.016194
0.430000	-1.160400	-0.016194
0.440000	-1.160400	-0.017439
0.450000	-1.160400	-0.017439
0.460000	-1.160400	-0.016194
0.470000	-1.160400	-0.014948
0.480000	-1.160400	-0.016194
0.490000	-1.160400	-0.016194
0.500000	-1.160400	-0.016194
0.510000	-1.160400	-0.016194
0.520000	-1.160400	-0.016194
0.530000	-1.160400	-0.016194
0.540000	-1.160400	-0.017439
0.550000	-1.160400	-0.016194
0.560000	-1.160400	-0.014948
0.570000	-1.160400	-0.016194
0.580000	-1.160400	-0.016194
0.590000	-1.160400	-0.016194
0.600000	-1.160400	-0.016194
0.610000	-1.160400	-0.016194
0.620000	-1.160400	-0.017439
0.630000	-1.160400	-0.016194
0.640000	-1.160400	-0.016194
0.650000	-1.160400	-0.014948
0.660000	-1.160400	-0.016194
0.670000	-1.160400	-0.016194
0.680000	-1.160400	-0.016194
0.690000	-1.160400	-0.016194
0.700000	-1.160400	-0.016194
0.710000	-1.160400	-0.017439
0.720000	-1.160400	-0.017439
0.730000	-1.160400	-0.017439
0.740000	-1.160400	-0.016194
0.750000	-1.160400	-0.014948
0.760000	-1.160400	-0.016194
0.770000	-1.160400	-0.017439
0.780000	-1.160400	-0.016194
0.790000	-1.160400	-0.016194
0.800000	-1.160400	-0.016194
0.810000	-1.160400	-0.016194
0.820000	-1.160400	-0.016194
0.830000	-1.160400	-0.017439
0.840000	-1.160400	-0.016194
0.850000	-1.160400	-0.016194
0.860000	-1.160400	-0.016194
0.870000	-1.160400	-0.016194
0.880000	-1.160400	-0.014948
0.890000	-1.160400	-0.016194
0.900000	-1.160400	-0.016194
0.910000	-1.160400	-0.016194
0.920000	-1.160400	-0.016194
0.930000	-1.160400	-0.017439
0.940000	-1.160400	-0.016194
0.950000	-1.160400	-0.016194
0.960000	-1.160400	-0.016194
0.970000	-1.160400	-0.016194
0.980000	-1.160400	-0.014948
0.990000	-1.160400	-0.014948
1.000000	-1.160400	-0.016194
1.010000	-1.160400	-0.016194
1.020000	-1.160400	-0.016194
1.030000	-1.160400	-0.017439
1.040000	-1.160400	-0.016194
1.050000	-1.160400	-0.014948
1.060000	-1.160400	-0.016194
1.070000	-1.160400	-0.016194
1.080000	-1.160400	-0.017439
1.090000	-1.160400	-0.016194
1.100000	-1.160400	-0.016194
1.110000	-1.160400	-0.016194
1.120000	-1.160400	-0.016194
1.130000	-1.160400	-0.016194
1.140000	-1.160400	-0.016194
1.150000	-1.160400	-0.016194
1.160000	-1.160400	-0.016194
1.170000	-1.160400	-0.016194
1.180000	-1.160400	-0.016194
1.190000	-1.160400	-0.017439
<END DATA>
<INFO>
Date:	Fri, Jun 03, 2022
Time:	11:32:04.660
Mach-1 Motion Software Version:	4.4.0.17
Mach-1 System S/N:	MA0561159
Mach-1 System Model:	V500c
Load Cell Name:	25gf - SN: 423140
Load Cell Type:	Single-axis
Load Cell Calibration Factor:	0.996524
Load Cell Offset:	-4.907500
Load Cell Calibration Date:	2022-06-03
<END INFO>
<Zero Load>
Function without controls
<DATA>
Time, s	Position (z), mm	Fz, gf
0.000000	-1.160400	-0.017439
0.010000	-1.160400	-0.016194
0.020000	-1.160400	-0.016194
0.030000	-1.160400	-0.016194
0.040000	-1.160400	-0.014948
0.050000	-1.160400	-0.016194
0.060000	-1.160400	-0.017439
0.070000	-1.160400	-0.017439
0.080000	-1.160400	-0.016194
0.090000	-1.160400	-0.016194
<END DATA>
<INFO>
Date:	Fri, Jun 03, 2022
Time:	11:32:04.760
Mach-1 Motion Software Version:	4.4.0.17
Mach-1 System S/N:	MA0561159
Mach-1 System Model:	V500c
Load Cell Name:	25gf - SN: 423140
Load Cell Type:	Single-axis
Load Cell Calibration Factor:	0.996524
Load Cell Offset:	-4.907500
Load Cell Calibration Date:	2022-06-03
<END INFO>
<Find Contact>
Stage Axis:	Position (z)
Load Cell Axis:	Fz
Direction:	Positive
Contact Criteria, gf:	0.002500
Stage Velocity, mm/s:	0.0050
Stage Limit, mm:	10.0000
Stage Repositioning:	None
Offset, mm:	0.0000
<DATA>
Time, s	Position (z), mm	Fz, gf
0.000000	-1.160400	0.000000
0.010000	-1.160400	0.000000
0.020000	-1.160400	0.000000
0.030000	-1.160400	-0.001246
0.040000	-1.160400	-0.002491
0.050000	-1.160400	-0.002491
0.060000	-1.160400	-0.001246
0.070000	-1.160400	-0.001246
0.080000	-1.160400	-0.001246
0.090000	-1.160400	-0.001246
0.100000	-1.160400	-0.002491
0.110000	-1.160400	-0.001246
0.120000	-1.160400	0.000000
0.130000	-1.160400	-0.001246
0.140000	-1.160400	-0.002491
0.150000	-1.160400	-0.001246
0.160000	-1.160400	0.000000
0.170000	-1.160400	-0.001246
0.180000	-1.160400	-0.002491
0.190000	-1.160400	-0.001246
0.200000	-1.160400	-0.001246
0.210000	-1.160400	-0.001246
0.220000	-1.160400	-0.002491
0.230000	-1.160400	-0.002491
0.240000	-1.160400	-0.002491
0.250000	-1.160400	-0.001246
0.260000	-1.160400	0.000000
0.270000	-1.160400	-0.002491
0.280000	-1.160400	-0.002491
0.290000	-1.160400	0.000000
0.300000	-1.160400	0.000000
0.310000	-1.160400	-0.001246
0.320000	-1.160400	-0.002491
0.330000	-1.160400	-0.001246
0.340000	-1.160400	-0.001246
0.350000	-1.160400	0.000000
0.360000	-1.160400	0.000000
