<Mach-1 File>
<INFO>
Date:	Mon, May 02, 2022
Time:	12:29:00.334
Mach-1 Motion Software Version:	4.4.0.17
Mach-1 System S/N:	MA0561159
Mach-1 System Model:	V500c
Load Cell Name:	25gf - SN: 423140
Load Cell Type:	Single-axis
Load Cell Calibration Factor:	0.996524
Load Cell Offset:	-4.722500
Load Cell Calibration Date:	2022-05-02
<END INFO>
<Move Absolute>
Stage Axis:	Position (z)
Position, mm:	-1.4000
Velocity, mm/s:	0.2500
<DATA>
Time, s	Position (z), mm	Fz, gf
0.000000	-1.599900	-0.009965
0.010000	-1.599900	-0.009965
0.020000	-1.599900	-0.009965
0.030000	-1.599900	-0.009965
0.040000	-1.599900	-0.009965
0.050000	-1.599900	-0.008720
0.060000	-1.599900	-0.011211
0.070000	-1.599900	-0.009965
0.080000	-1.599900	-0.008720
0.090000	-1.599900	-0.009965
0.100000	-1.599900	-0.011211
0.110000	-1.599900	-0.009965
0.120000	-1.599900	-0.011211
0.130000	-1.599900	-0.011211
0.140000	-1.599900	-0.009965
0.150000	-1.599900	-0.009965
0.160000	-1.599900	-0.009965
0.170000	-1.599900	-0.011211
0.180000	-1.599900	-0.008720
0.190000	-1.599700	-0.009965
0.200000	-1.597500	-0.006228
0.210000	-1.590800	0.003737
0.220000	-1.587700	-0.001246
0.230000	-1.585200	-0.016194
0.240000	-1.582100	-0.013702
0.250000	-1.579200	-0.009965
0.260000	-1.576800	-0.011211
0.270000	-1.574200	-0.009965
0.280000	-1.571500	-0.008720
0.290000	-1.568700	-0.008720
0.300000	-1.566200	-0.008720
0.310000	-1.564000	-0.009965
0.320000	-1.561500	-0.008720
0.330000	-1.558700	-0.007474
0.340000	-1.556500	-0.008720
0.350000	-1.554300	-0.011211
0.360000	-1.551600	-0.009965
0.370000	-1.548900	-0.009965
0.380000	-1.546200	-0.007474
0.390000	-1.544100	-0.008720
0.400000	-1.541500	-0.009965
0.410000	-1.538900	-0.008720
0.420000	-1.536300	-0.008720
0.430000	-1.533600	-0.008720
0.440000	-1.531300	-0.008720
0.450000	-1.528500	-0.008720
0.460000	-1.526600	-0.008720
