<Mach-1 File>
<INFO>
Date:	Thu, May 19, 2022
Time:	14:07:38.048
Mach-1 Motion Software Version:	4.4.0.17
Mach-1 System S/N:	MA0561159
Mach-1 System Model:	V500c
Load Cell Name:	25gf - SN: 423140
Load Cell Type:	Single-axis
Load Cell Calibration Factor:	0.994603
Load Cell Offset:	-4.856250
Load Cell Calibration Date:	2022-05-19
<END INFO>
<Move Absolute>
Stage Axis:	Position (z)
Position, mm:	-6.6890
Velocity, mm/s:	0.2500
<DATA>
Time, s	Position (z), mm	Fz, gf
0.000000	-8.000000	-0.012433
0.010000	-8.000000	-0.012433
0.020000	-8.000000	-0.013676
0.030000	-8.000000	-0.013676
0.040000	-8.000000	-0.013676
0.050000	-8.000000	-0.012433
0.060000	-8.000000	-0.013676
0.070000	-8.000000	-0.012433
0.080000	-8.000000	-0.013676
0.090000	-8.000000	-0.013676
0.100000	-8.000000	-0.012433
0.110000	-8.000000	-0.012433
0.120000	-8.000000	-0.013676
0.130000	-8.000000	-0.013676
0.140000	-8.000000	-0.013676
0.150000	-8.000000	-0.012433
0.160000	-8.000000	-0.012433
0.170000	-8.000000	-0.012433
0.180000	-8.000000	-0.012433
0.190000	-7.999900	-0.012433
0.200000	-7.998100	-0.009946
0.210000	-7.991000	0.000000
0.220000	-7.987600	-0.002487
0.230000	-7.985500	-0.022379
0.240000	-7.981900	-0.016162
0.250000	-7.979400	-0.013676
0.260000	-7.976800	-0.012433
0.270000	-7.974500	-0.012433
0.280000	-7.971700	-0.012433
0.290000	-7.969200	-0.011189
0.300000	-7.966600	-0.012433
0.310000	-7.963900	-0.012433
0.320000	-7.961300	-0.012433
0.330000	-7.958900	-0.013676
0.340000	-7.956400	-0.013676
0.350000	-7.954000	-0.012433
0.360000	-7.951800	-0.013676
0.370000	-7.949300	-0.012433
0.380000	-7.946300	-0.009946
0.390000	-7.944100	-0.012433
0.400000	-7.941900	-0.013676
0.410000	-7.939400	-0.012433
0.420000	-7.936800	-0.011189
0.430000	-7.934300	-0.012433
0.440000	-7.931300	-0.011189
0.450000	-7.928800	-0.012433
0.460000	-7.926600	-0.014919
0.470000	-7.924100	-0.013676
0.480000	-7.921400	-0.012433
0.490000	-7.918900	-0.011189
0.500000	-7.916500	-0.012433
0.510000	-7.914100	-0.011189
0.520000	-7.911500	-0.011189
0.530000	-7.909000	-0.012433
0.540000	-7.906500	-0.012433
0.550000	-7.903800	-0.012433
0.560000	-7.901700	-0.012433
0.570000	-7.899200	-0.011189
0.580000	-7.896600	-0.009946
0.590000	-7.894300	-0.012433
0.600000	-7.891100	-0.009946
0.610000	-7.889000	-0.011189
0.620000	-7.886300	-0.012433
0.630000	-7.883900	-0.011189
0.640000	-7.881300	-0.009946
0.650000	-7.878700	-0.011189
0.660000	-7.876400	-0.012433
0.670000	-7.874000	-0.011189
0.680000	-7.871500	-0.009946
0.690000	-7.868900	-0.011189
0.700000	-7.866500	-0.011189
0.710000	-7.864100	-0.011189
0.720000	-7.861600	-0.012433
0.730000	-7.859000	-0.012433
0.740000	-7.856600	-0.012433
0.750000	-7.854200	-0.011189
0.760000	-7.851700	-0.011189
0.770000	-7.849100	-0.008703
0.780000	-7.846400	-0.009946
0.790000	-7.844200	-0.012433
0.800000	-7.841600	-0.011189
0.810000	-7.838700	-0.009946
0.820000	-7.836700	-0.012433
0.830000	-7.834000	-0.011189
0.840000	-7.831400	-0.008703
0.850000	-7.829000	-0.008703
0.860000	-7.826400	-0.009946
0.870000	-7.824100	-0.011189
0.880000	-7.821600	-0.011189
0.890000	-7.818900	-0.009946
0.900000	-7.816700	-0.011189
0.910000	-7.813900	-0.009946
0.920000	-7.811100	-0.009946
0.930000	-7.808900	-0.009946
0.940000	-7.806500	-0.011189
0.950000	-7.804000	-0.009946
0.960000	-7.801500	-0.011189
0.970000	-7.799000	-0.011189
0.980000	-7.796900	-0.011189
0.990000	-7.794200	-0.009946
1.000000	-7.791600	-0.007460
1.010000	-7.789500	-0.009946
1.020000	-7.786500	-0.008703
1.030000	-7.784000	-0.008703
1.040000	-7.782300	-0.012433
1.050000	-7.779000	-0.008703
1.060000	-7.776500	-0.008703
1.070000	-7.774100	-0.011189
1.080000	-7.771200	-0.009946
1.090000	-7.769000	-0.009946
1.100000	-7.766700	-0.009946
1.110000	-7.763800	-0.007460
1.120000	-7.761500	-0.008703
1.130000	-7.759300	-0.012433
1.140000	-7.756500	-0.009946
1.150000	-7.754100	-0.008703
1.160000	-7.751300	-0.007460
1.170000	-7.748800	-0.009946
1.180000	-7.746500	-0.011189
1.190000	-7.743500	-0.008703
1.200000	-7.741300	-0.008703
1.210000	-7.739100	-0.011189
1.220000	-7.736500	-0.009946
1.230000	-7.734000	-0.008703
1.240000	-7.731600	-0.008703
1.250000	-7.728800	-0.008703
1.260000	-7.726500	-0.008703
1.270000	-7.724200	-0.009946
1.280000	-7.721500	-0.008703
1.290000	-7.718800	-0.007460
1.300000	-7.716500	-0.008703
1.310000	-7.714300	-0.011189
1.320000	-7.711600	-0.008703
1.330000	-7.709100	-0.008703
1.340000	-7.706400	-0.008703
1.350000	-7.703900	-0.008703
1.360000	-7.701600	-0.009946
1.370000	-7.698900	-0.008703
1.380000	-7.696500	-0.009946
1.390000	-7.693900	-0.007460
1.400000	-7.691600	-0.008703
1.410000	-7.689000	-0.008703
1.420000	-7.686500	-0.008703
1.430000	-7.683900	-0.007460
1.440000	-7.681500	-0.008703
1.450000	-7.679000	-0.009946
1.460000	-7.676200	-0.008703
1.470000	-7.674100	-0.008703
1.480000	-7.671700	-0.008703
1.490000	-7.669400	-0.007460
1.500000	-7.666500	-0.007460
1.510000	-7.664000	-0.008703
1.520000	-7.661500	-0.008703
1.530000	-7.658700	-0.008703
1.540000	-7.656500	-0.008703
1.550000	-7.653800	-0.008703
1.560000	-7.651100	-0.006216
1.570000	-7.648900	-0.007460
1.580000	-7.646600	-0.008703
1.590000	-7.644100	-0.007460
1.600000	-7.641900	-0.007460
1.610000	-7.639200	-0.006216
1.620000	-7.637100	-0.008703
1.630000	-7.634000	-0.007460
1.640000	-7.631700	-0.006216
1.650000	-7.629200	-0.007460
1.660000	-7.626700	-0.006216
1.670000	-7.624000	-0.007460
1.680000	-7.621600	-0.007460
1.690000	-7.618900	-0.007460
