<Mach-1 File>
<INFO>
Date:	Tue, Apr 26, 2022
Time:	11:08:51.731
Mach-1 Motion Software Version:	4.4.0.17
Mach-1 System S/N:	MA0561159
Mach-1 System Model:	V500c
Load Cell Name:	25gf - SN: 423140
Load Cell Type:	Single-axis
Load Cell Calibration Factor:	0.996139
Load Cell Offset:	-4.840000
Load Cell Calibration Date:	2022-04-26
<END INFO>
<Move Absolute>
Stage Axis:	Position (z)
Position, mm:	-1.5000
Velocity, mm/s:	0.2500
<DATA>
Time, s	Position (z), mm	Fz, gf
0.000000	-1.700000	-0.008716
0.010000	-1.700000	-0.009961
0.020000	-1.700000	-0.009961
0.030000	-1.700000	-0.008716
0.040000	-1.700000	-0.008716
0.050000	-1.700000	-0.008716
0.060000	-1.700000	-0.009961
0.070000	-1.700000	-0.008716
0.080000	-1.700000	-0.008716
0.090000	-1.700000	-0.009961
0.100000	-1.700000	-0.009961
0.110000	-1.700000	-0.008716
0.120000	-1.700000	-0.007471
0.130000	-1.700000	-0.007471
0.140000	-1.700600	-0.008716
0.150000	-1.700500	-0.009961
0.160000	-1.700500	-0.007471
0.170000	-1.700500	-0.006226
0.180000	-1.700500	-0.007471
0.190000	-1.700100	-0.008716
0.200000	-1.697200	-0.006226
0.210000	-1.691100	0.003736
0.220000	-1.688200	-0.004981
0.230000	-1.685200	-0.013697
0.240000	-1.682100	-0.012452
0.250000	-1.679700	-0.012452
0.260000	-1.676900	-0.008716
0.270000	-1.674600	-0.007471
0.280000	-1.671100	-0.006226
0.290000	-1.668700	-0.007471
0.300000	-1.667000	-0.011207
0.310000	-1.664400	-0.009961
0.320000	-1.661900	-0.007471
0.330000	-1.658900	-0.004981
0.340000	-1.656200	-0.006226
0.350000	-1.654300	-0.011207
0.360000	-1.651300	-0.008716
0.370000	-1.649200	-0.006226
0.380000	-1.646800	-0.008716
0.390000	-1.644100	-0.007471
0.400000	-1.641200	-0.006226
0.410000	-1.638500	-0.007471
0.420000	-1.636400	-0.009961
0.430000	-1.633800	-0.008716
0.440000	-1.631800	-0.007471
0.450000	-1.629400	-0.008716
0.460000	-1.626400	-0.007471
0.470000	-1.624300	-0.007471
0.480000	-1.621600	-0.008716
0.490000	-1.619000	-0.008716
0.500000	-1.616500	-0.008716
0.510000	-1.613900	-0.006226
0.520000	-1.611400	-0.007471
0.530000	-1.608900	-0.007471
0.540000	-1.606700	-0.008716
0.550000	-1.604100	-0.006226
0.560000	-1.601600	-0.006226
0.570000	-1.599000	-0.006226
0.580000	-1.596700	-0.008716
0.590000	-1.594400	-0.008716
0.600000	-1.591500	-0.006226
0.610000	-1.588800	-0.006226
0.620000	-1.586600	-0.008716
0.630000	-1.584500	-0.009961
0.640000	-1.581700	-0.007471
0.650000	-1.578800	-0.004981
0.660000	-1.576800	-0.007471
0.670000	-1.574300	-0.007471
0.680000	-1.571700	-0.007471
0.690000	-1.568900	-0.006226
0.700000	-1.566500	-0.006226
0.710000	-1.564100	-0.006226
0.720000	-1.561400	-0.006226
0.730000	-1.559000	-0.006226
0.740000	-1.556400	-0.006226
0.750000	-1.553900	-0.006226
0.760000	-1.551500	-0.006226
0.770000	-1.548700	-0.004981
0.780000	-1.546300	-0.006226
0.790000	-1.544100	-0.007471
0.800000	-1.541700	-0.006226
0.810000	-1.539200	-0.004981
0.820000	-1.536300	-0.004981
0.830000	-1.534000	-0.004981
0.840000	-1.531700	-0.006226
0.850000	-1.529000	-0.006226
0.860000	-1.526500	-0.006226
0.870000	-1.524100	-0.006226
0.880000	-1.521500	-0.006226
0.890000	-1.519000	-0.006226
0.900000	-1.516500	-0.006226
0.910000	-1.514200	-0.006226
0.920000	-1.511900	-0.006226
0.930000	-1.509100	-0.003736
0.940000	-1.506100	-0.002490
0.950000	-1.504500	-0.007471
0.960000	-1.502800	-0.008716
0.970000	-1.500900	-0.004981
0.980000	-1.500000	-0.006226
0.990000	-1.499700	-0.009961
1.000000	-1.499500	-0.008716
1.010000	-1.499500	-0.006226
1.020000	-1.499500	-0.006226
1.030000	-1.499400	-0.006226
1.040000	-1.499400	-0.004981
1.050000	-1.499400	-0.004981
1.060000	-1.499400	-0.003736
1.070000	-1.499400	-0.003736
1.080000	-1.499400	-0.004981
1.090000	-1.499400	-0.006226
1.100000	-1.499400	-0.004981
1.110000	-1.499400	-0.003736
1.120000	-1.499400	-0.004981
1.130000	-1.499400	-0.004981
1.140000	-1.499400	-0.004981
1.150000	-1.499400	-0.004981
1.160000	-1.499400	-0.006226
1.170000	-1.499400	-0.006226
1.180000	-1.499400	-0.004981
1.190000	-1.499400	-0.004981
1.200000	-1.499400	-0.004981
1.210000	-1.499400	-0.003736
1.220000	-1.499400	-0.003736
1.230000	-1.499400	-0.004981
1.240000	-1.499400	-0.004981
1.250000	-1.499400	-0.003736
1.260000	-1.499400	-0.004981
1.270000	-1.499400	-0.004981
1.280000	-1.499400	-0.004981
1.290000	-1.499400	-0.006226
1.300000	-1.499400	-0.004981
