<Mach-1 File>
<INFO>
Date:	Tue, Apr 26, 2022
Time:	11:15:50.231
Mach-1 Motion Software Version:	4.4.0.17
Mach-1 System S/N:	MA0561159
Mach-1 System Model:	V500c
Load Cell Name:	25gf - SN: 423140
Load Cell Type:	Single-axis
Load Cell Calibration Factor:	0.996139
Load Cell Offset:	-4.840000
Load Cell Calibration Date:	2022-04-26
<END INFO>
<Move Absolute>
Stage Axis:	Position (z)
Position, mm:	-1.7000
Velocity, mm/s:	0.2500
<DATA>
Time, s	Position (z), mm	Fz, gf
0.000000	-2.279400	-0.007471
0.010000	-2.279400	-0.009961
0.020000	-2.279400	-0.008716
0.030000	-2.279400	-0.006226
0.040000	-2.279400	-0.006226
0.050000	-2.279400	-0.006226
0.060000	-2.279400	-0.006226
0.070000	-2.279400	-0.007471
0.080000	-2.279400	-0.006226
0.090000	-2.279400	-0.006226
0.100000	-2.279400	-0.008716
0.110000	-2.279400	-0.007471
0.120000	-2.279400	-0.007471
0.130000	-2.279400	-0.006226
0.140000	-2.279400	-0.007471
0.150000	-2.279400	-0.006226
0.160000	-2.279400	-0.006226
0.170000	-2.279400	-0.007471
0.180000	-2.279200	-0.007471
0.190000	-2.277100	-0.002490
0.200000	-2.272000	0.003736
0.210000	-2.269300	-0.002490
0.220000	-2.266600	-0.012452
0.230000	-2.263900	-0.011207
0.240000	-2.261200	-0.008716
0.250000	-2.258700	-0.006226
0.260000	-2.256300	-0.006226
0.270000	-2.253700	-0.007471
0.280000	-2.250900	-0.006226
0.290000	-2.248500	-0.006226
0.300000	-2.246000	-0.006226
0.310000	-2.243600	-0.007471
0.320000	-2.241500	-0.007471
0.330000	-2.238400	-0.004981
0.340000	-2.235800	-0.004981
0.350000	-2.233400	-0.007471
0.360000	-2.231000	-0.007471
0.370000	-2.227800	-0.006226
0.380000	-2.225700	-0.007471
0.390000	-2.223300	-0.007471
0.400000	-2.221000	-0.006226
0.410000	-2.218400	-0.004981
0.420000	-2.216100	-0.006226
